n,p,k,ec_aktual,kelembapan_udara,kelembapan_tanah,suhu,fase,usia_hst,target_ec,vpd
187.7,51.86,170.22,1.564,80.12,78.58,25.79,0,19,1.63,0.66
232.21,46.75,191.2,1.643,83.2,75.24,25.32,0,28,1.62,0.5424
198.34,56.59,174.75,1.775,85.36,61.2,27.15,0,41,1.67,0.5266
225.79,49.28,166.82,1.58,76.45,63.46,25.34,0,25,1.58,0.7613
228.94,45.47,186.95,1.496,78.02,49.02,27.3,0,43,1.6,0.7976
204.16,50.22,194.42,1.83,86.68,41.09,23.86,0,29,1.8,0.3941
213.24,59.08,165.28,1.616,84.5,55.05,26.02,0,38,1.63,0.5216
139.12,60.19,228.47,1.987,85.77,66.16,26.24,1,61,2.18,0.4852
158.68,62.05,221.24,2.009,83.73,84.92,28.87,1,72,2.06,0.6468
202.4,60.8,207.91,1.451,85.09,74.95,26.78,0,18,1.59,0.5248
192.83,62.04,162.83,1.595,83.76,53.89,27.45,0,36,1.61,0.5945
205.59,50.83,189.25,1.691,81.82,70.88,28.84,0,16,1.56,0.7215
226.87,49.37,204.4,1.746,89.95,35.94,23.19,0,30,1.64,0.2856
147.15,67.52,243.86,1.957,70.41,52.83,28.77,1,46,1.99,1.1696
157.57,72.97,253.32,2.023,90.84,53.37,27.09,1,73,2.16,0.3283
241.72,57.28,190.01,1.749,72.33,84.94,26.83,0,10,1.55,0.9767
200.18,59.56,151.89,1.605,76.35,51.51,28.62,0,34,1.6,0.9267
211.86,49.94,171.61,1.686,84.67,34.58,24.11,0,9,1.63,0.4605
135.56,62.66,228.69,2.051,86.74,33.7,26.8,1,140,2.08,0.4672
142.68,51.07,267.94,1.92,67.56,68.41,27.73,1,102,1.5,1.2071
203.6,55.93,160.79,1.49,84.5,45.9,25.4,0,23,1.65,0.5028
211.11,46.72,194.22,1.727,85.22,77.79,29.16,0,43,1.59,0.5975
140.9,52.25,257.1,1.679,87.19,56.56,28.09,1,103,2.22,0.4868
158.11,61.2,260.28,1.92,80.84,48.17,25.75,1,65,1.64,0.6346
213.64,44.37,152.95,1.433,83.02,71.75,25.53,0,37,1.54,0.5551
243.32,52.71,193.13,1.727,83.25,52.96,23.52,0,18,1.84,0.4856
236.16,51.49,182.29,1.764,83.71,70.56,24.25,0,35,1.76,0.4934
165.74,65.42,249.05,1.913,73.76,69.28,31.76,1,136,1.75,1.2308
202.74,46.3,188.87,1.932,81.32,69.78,24.15,0,32,1.55,0.5624
204.71,45.37,204.33,1.765,83.82,77.14,28.73,0,39,1.58,0.6381
174.62,73.4,267.07,2.024,86.01,76.66,24.61,1,100,1.93,0.433
249.93,57.55,160.15,1.78,85.95,66.55,26.67,0,26,1.69,0.4913
163.24,77.32,262.3,1.923,85.32,82.63,25.83,1,109,2.03,0.4885
213.9,43.08,179.48,1.567,85.78,31.14,28.05,0,7,1.5,0.5391
180.71,45.6,205.54,1.656,86.63,81.17,28.07,0,35,1.56,0.5074
176.13,66.38,238.41,1.917,72.81,38.15,28.86,1,58,1.89,1.0804
207.26,61.43,202.31,1.446,78.36,41.64,27.63,0,7,1.55,0.8005
138.09,52.53,295.0,1.887,77.25,74.96,32.33,1,118,1.71,1.102
222.47,60.8,193.78,1.576,82.56,52.02,27.58,0,15,1.56,0.6433
213.66,41.08,173.01,1.656,80.91,53.39,25.82,0,29,1.61,0.6349
121.85,68.21,297.04,1.959,85.71,44.37,29.28,1,55,1.68,0.5817
181.62,62.48,162.87,1.403,94.04,42.34,25.95,0,40,1.83,0.1998
124.41,64.88,298.66,2.056,83.29,35.84,27.93,1,69,1.69,0.6291
208.69,50.41,200.54,1.753,85.31,40.82,25.12,0,28,1.76,0.4687
229.97,53.42,193.01,1.521,87.06,61.17,27.44,0,29,1.8,0.4734
227.27,45.82,199.29,1.8,71.96,68.86,29.12,0,7,1.63,1.131
180.72,52.92,159.48,1.704,81.68,70.64,28.84,0,20,1.66,0.7271
163.52,60.85,279.24,1.874,87.77,50.36,27.36,1,46,1.92,0.4453
138.16,78.47,274.37,1.922,83.74,80.71,22.83,1,50,1.86,0.4521
191.69,63.5,189.09,1.562,78.09,48.08,25.86,0,14,1.54,0.7304
230.99,52.1,184.96,1.578,81.64,36.11,27.7,0,38,1.51,0.682
174.17,58.19,224.33,1.707,78.88,81.99,31.46,1,146,2.03,0.974
129.8,66.95,248.62,1.91,76.57,59.74,29.32,1,147,2.03,0.956
197.29,50.42,157.97,1.534,93.57,83.43,27.13,0,33,1.83,0.231
220.62,41.05,182.36,1.827,83.93,51.65,23.53,0,13,1.74,0.4662
230.44,58.0,194.89,1.627,76.79,71.66,27.72,0,9,1.57,0.8631
164.93,73.65,240.24,1.904,82.62,36.05,27.12,1,63,1.89,0.624
222.21,41.23,163.44,1.547,88.5,76.97,26.15,0,14,1.81,0.39
237.74,40.52,191.79,1.651,81.29,39.39,29.22,0,7,1.51,0.759
138.24,58.29,288.22,1.955,82.03,33.78,30.99,1,58,1.62,0.8069
229.75,46.3,160.2,1.53,77.76,35.38,28.2,0,32,1.4,0.8505
202.62,51.2,203.36,1.534,95.0,60.66,22.06,0,35,1.73,0.1327
188.59,63.76,159.65,1.658,82.1,46.05,31.34,0,14,1.6,0.8199
218.2,51.69,170.65,1.434,86.2,82.85,29.49,0,44,1.61,0.5686
195.84,41.97,175.71,1.47,85.99,76.9,25.93,0,14,1.79,0.469
237.5,53.8,178.57,1.489,91.32,74.18,22.56,0,14,1.82,0.2374
183.0,42.2,171.68,1.468,78.77,74.53,27.08,0,31,1.63,0.7605
157.64,58.68,269.26,1.901,81.11,78.99,26.6,1,122,1.64,0.6578
156.68,53.88,260.27,2.108,86.06,77.59,31.31,1,107,1.61,0.6374
136.89,72.65,243.5,2.124,92.0,81.05,25.89,1,118,2.18,0.2672
231.09,56.97,171.46,1.633,79.61,81.39,24.62,0,44,1.63,0.6314
198.15,52.72,180.18,1.626,82.88,46.41,28.74,0,30,1.61,0.6755
238.92,45.56,152.02,1.52,80.05,42.08,28.11,0,39,1.59,0.7589
246.72,52.95,205.6,1.35,78.41,65.37,28.45,0,41,1.66,0.8377
214.93,41.72,163.4,1.617,85.06,36.78,26.52,0,35,1.61,0.5178
130.7,58.28,252.28,2.036,86.26,41.61,29.94,1,95,2.04,0.581
216.74,53.07,196.66,1.519,84.15,72.51,28.46,0,17,1.68,0.6154
184.86,45.71,199.64,1.471,82.54,65.71,25.96,0,22,1.52,0.5855
202.83,56.5,159.94,1.447,88.73,65.8,23.72,0,39,1.81,0.3307
127.87,58.01,235.17,2.02,78.02,82.29,30.75,1,86,1.97,0.9735
249.22,52.12,155.02,1.61,81.93,66.72,30.7,0,35,1.63,0.798
162.39,68.95,263.25,2.143,90.06,53.69,27.14,1,89,1.84,0.3573
224.51,50.75,179.19,1.503,69.38,45.42,30.82,0,8,1.4,1.3616
125.22,56.19,233.26,1.965,83.8,48.62,30.76,1,82,1.97,0.7179
127.07,56.48,288.93,2.002,76.67,45.28,25.7,1,111,1.74,0.7704
194.73,63.96,169.87,1.534,90.93,31.92,25.24,0,13,1.68,0.2915
234.97,47.1,156.87,1.701,77.52,44.39,29.77,0,37,1.52,0.9413
187.76,63.47,177.66,1.749,78.97,75.95,24.94,0,36,1.62,0.6638
242.66,55.17,164.11,1.467,85.8,70.05,27.97,0,12,1.64,0.5358
167.87,62.06,299.15,1.945,86.56,64.2,25.29,1,116,1.86,0.4332
161.2,53.66,242.54,2.159,78.09,79.62,27.13,1,84,2.03,0.7871
179.15,68.89,262.31,2.039,74.64,44.53,29.55,1,149,1.71,1.0486
128.27,60.56,233.85,2.014,82.6,61.77,26.62,1,131,2.0,0.6067
240.16,53.54,173.62,1.641,78.36,31.72,25.69,0,15,1.39,0.7142
188.54,54.98,171.49,1.679,76.3,79.06,28.77,0,29,1.66,0.9368
121.14,78.1,244.58,2.047,82.8,54.63,28.09,1,81,2.02,0.6536
218.08,43.64,206.3,1.626,77.66,39.78,27.79,0,29,1.51,0.8342
138.24,55.79,242.65,2.001,84.43,43.16,28.0,1,143,2.02,0.5885
195.55,64.44,163.26,1.762,92.02,76.65,25.48,0,17,1.81,0.2601
220.31,59.68,169.96,1.568,82.76,35.98,26.66,0,19,1.57,0.6025
134.75,77.54,259.75,2.0,80.94,80.89,30.24,1,144,2.06,0.8199
189.84,56.08,182.24,1.786,95.0,50.54,24.52,0,8,1.78,0.1539
139.22,51.04,272.86,2.039,78.19,43.81,25.97,1,76,1.84,0.7318
156.93,60.89,280.36,1.992,86.77,48.25,29.65,1,78,1.74,0.5502
178.3,77.56,280.88,2.076,88.94,52.49,26.57,1,50,2.0,0.3845
153.49,65.0,296.44,2.027,88.66,60.15,25.68,1,88,1.91,0.374
151.96,71.8,280.45,1.911,88.45,62.27,28.34,1,56,1.91,0.4453
122.12,58.08,285.9,2.029,85.04,54.63,26.51,1,77,1.64,0.5182
208.42,46.72,199.24,1.503,77.33,54.55,30.28,0,31,1.51,0.9775
196.26,42.3,152.79,1.819,88.69,45.69,26.98,0,9,1.8,0.4028
174.37,75.05,258.25,2.029,91.28,51.11,24.31,1,51,2.18,0.2651
239.34,47.3,203.09,1.487,88.78,55.69,26.94,0,33,1.82,0.3986
202.85,51.27,151.66,1.553,84.51,62.87,25.8,0,39,1.57,0.5146
227.68,46.6,197.65,1.691,79.48,37.19,27.15,0,24,1.54,0.7381
179.7,68.26,247.25,1.869,81.91,72.02,29.5,1,86,2.05,0.7458
138.3,74.72,262.65,2.326,87.04,67.43,27.97,1,72,1.99,0.489
207.8,48.37,171.29,1.425,88.82,46.43,26.45,0,43,1.92,0.3859
127.08,78.55,261.33,2.111,77.13,55.26,31.36,1,121,1.74,1.0487
155.83,65.94,293.3,1.942,87.99,82.08,23.43,1,58,2.0,0.3463
125.35,78.56,252.48,1.903,72.86,31.13,31.22,1,140,1.72,1.2346
165.96,72.94,237.81,2.065,87.85,74.62,27.3,1,80,2.21,0.4409
175.15,54.57,247.75,1.946,78.09,58.14,28.33,1,70,1.95,0.8442
239.15,40.22,167.8,1.791,89.08,64.03,24.83,0,39,1.8,0.3424
126.47,60.61,295.34,1.832,73.05,67.65,31.89,1,81,1.48,1.2735
199.82,58.82,153.58,1.667,85.07,55.08,30.66,0,12,1.55,0.6579
125.83,63.18,242.99,1.967,83.44,40.55,28.53,1,100,1.92,0.6455
154.32,68.12,251.03,2.036,76.9,80.03,29.66,1,81,2.0,0.9612
180.46,43.65,151.8,1.662,87.42,70.71,26.16,0,35,1.74,0.4269
236.53,43.93,189.35,1.392,79.41,60.78,27.93,0,17,1.59,0.7751
172.32,79.27,231.03,2.028,85.89,54.67,28.17,1,57,2.04,0.5387
215.7,60.73,150.65,1.731,81.25,57.46,27.64,0,21,1.56,0.694
136.59,75.53,297.12,2.056,74.86,75.29,26.71,1,71,1.64,0.8812
203.95,47.38,192.22,1.556,76.04,30.69,29.5,0,29,1.43,0.9878
213.42,63.32,202.28,1.43,82.06,77.59,25.87,0,18,1.57,0.5984
143.76,55.2,228.33,2.061,89.37,32.57,27.75,1,51,2.07,0.396
134.28,70.38,281.28,2.225,84.22,63.88,30.87,1,134,1.63,0.7037
176.23,69.85,227.47,2.079,91.94,48.32,26.3,1,53,2.25,0.2758
222.95,51.26,162.91,1.739,92.12,67.3,26.27,0,22,1.83,0.2691
159.24,59.62,269.29,2.112,75.36,34.7,32.74,1,62,1.32,1.2215
163.92,53.27,254.76,1.953,82.21,60.59,27.05,1,83,1.95,0.6361
166.39,75.94,273.33,2.011,82.39,77.04,25.62,1,122,1.74,0.5788
164.15,59.95,297.87,2.104,81.94,57.21,24.67,1,86,1.63,0.561
137.35,56.98,224.22,1.81,70.51,34.64,30.87,1,60,1.65,1.3151
209.87,59.37,177.84,1.678,79.76,32.06,30.74,0,27,1.49,0.8959
192.99,42.81,150.54,1.751,75.46,64.17,28.46,0,21,1.56,0.9527
155.84,58.91,291.72,1.994,81.99,33.82,28.15,1,119,1.7,0.6867
189.05,64.77,172.15,1.698,95.0,33.92,25.37,0,20,1.72,0.1619
135.5,58.32,257.25,1.933,79.66,53.4,28.11,1,146,2.01,0.7738
221.13,60.01,198.84,1.605,86.34,41.52,24.6,0,8,1.8,0.4225
137.4,61.54,236.65,1.967,86.12,41.23,28.79,1,124,2.04,0.5493
146.28,73.24,221.1,2.055,81.15,56.45,30.84,1,80,2.01,0.8392
201.56,58.2,178.43,1.587,87.17,45.44,24.22,0,17,1.78,0.3879
211.5,40.21,178.78,1.399,81.73,42.06,26.62,0,17,1.52,0.637
199.9,42.56,188.71,1.514,85.42,58.29,23.25,0,39,1.77,0.4159
153.22,77.95,265.54,2.233,76.39,46.0,29.23,1,50,1.68,0.9584
175.14,70.6,253.77,2.068,85.07,34.41,29.62,1,104,1.92,0.6198
189.27,62.72,169.61,1.348,72.24,67.55,29.5,0,9,1.65,1.1445
139.4,60.05,290.75,2.145,86.38,62.21,28.87,1,111,1.7,0.5415
230.78,46.44,175.8,1.462,75.22,41.67,28.07,0,39,1.6,0.9405
196.6,49.85,190.61,1.707,89.05,62.02,25.85,0,32,1.74,0.3648
174.62,59.7,283.99,2.155,78.39,82.56,30.38,1,102,1.66,0.9371
214.96,63.18,207.55,1.612,80.29,82.61,23.39,0,20,1.51,0.5669
236.19,42.91,160.47,1.48,89.07,59.26,23.69,0,35,1.77,0.3201
199.51,59.45,164.92,1.514,88.44,35.39,26.33,0,8,1.72,0.3962
199.35,54.46,204.34,1.676,77.4,55.2,31.01,0,14,1.63,1.0159
238.37,54.64,150.33,1.464,87.62,31.48,26.1,0,33,1.67,0.4186
190.35,59.49,209.48,1.53,72.55,52.84,26.13,0,14,1.65,0.9298
127.44,65.92,247.63,2.062,71.81,80.02,32.32,1,61,1.87,1.3648
246.85,53.28,157.23,1.522,88.41,55.71,28.39,0,17,1.84,0.4481
238.89,47.98,164.41,1.77,80.82,60.28,28.41,0,36,1.66,0.7425
184.33,42.36,176.32,1.475,72.92,38.69,28.08,0,27,1.45,1.0284
202.39,42.63,181.11,1.205,81.29,30.86,25.24,0,27,1.43,0.6012
155.44,75.64,240.65,1.907,76.38,84.64,29.45,1,114,2.05,0.971
151.13,69.83,279.65,2.037,81.11,48.6,28.4,1,106,1.77,0.7308
249.02,42.65,151.91,1.704,81.65,45.36,26.67,0,20,1.68,0.6417
166.85,76.8,287.39,1.951,82.19,61.42,29.12,1,79,1.62,0.7184
131.88,54.36,259.08,1.967,78.37,70.99,31.98,1,119,2.0,1.0273
163.68,61.97,260.34,1.996,88.18,43.83,29.02,1,131,1.84,0.474
196.36,55.66,195.84,1.809,86.65,58.83,25.52,0,18,1.79,0.4362
193.14,64.64,161.41,1.645,86.91,48.29,25.42,0,18,1.84,0.4251
180.78,40.77,153.88,1.541,88.64,56.45,27.43,0,8,1.82,0.4154
134.15,54.67,267.55,2.246,80.64,38.87,27.68,1,87,1.53,0.7183
242.96,40.66,199.33,1.601,77.86,58.06,25.92,0,10,1.59,0.7407
129.45,67.07,268.15,1.751,88.19,32.6,28.16,1,90,1.77,0.4506
188.94,49.65,182.77,1.434,86.11,76.2,24.52,0,40,1.85,0.4276
194.3,55.28,167.64,1.667,84.16,64.52,26.71,0,43,1.56,0.5552
179.6,52.82,289.08,1.787,74.39,81.78,33.27,1,88,1.51,1.3079
234.64,43.98,190.07,1.66,83.27,62.99,23.49,0,8,1.78,0.4841
222.83,58.09,166.83,1.506,86.09,40.02,28.49,0,41,1.69,0.541
133.25,76.22,268.22,2.141,86.64,56.62,28.65,1,140,1.73,0.5244
144.52,70.65,284.27,2.02,82.45,66.56,32.19,1,111,1.69,0.8435
127.44,56.03,280.55,1.804,81.07,50.58,33.78,1,90,1.68,0.9947
165.75,55.85,299.46,2.11,83.64,60.4,29.67,1,49,1.7,0.6811
139.87,76.44,248.07,2.164,84.47,38.95,26.32,1,46,2.01,0.532
165.12,53.4,229.97,1.847,82.06,72.74,27.29,1,105,2.03,0.6506
216.35,43.68,180.18,1.504,88.0,80.02,28.4,0,27,1.82,0.4643
200.7,50.88,151.16,1.66,80.57,47.32,27.85,0,20,1.63,0.7281
217.79,48.44,186.47,1.682,86.61,73.63,25.26,0,33,1.83,0.4308
220.17,49.71,182.02,1.882,81.06,35.06,24.91,0,27,1.53,0.5968
155.69,78.36,284.2,2.107,78.54,43.57,28.52,1,131,1.73,0.8361
177.18,75.84,280.3,2.288,81.93,55.4,27.1,1,80,1.65,0.648
158.82,75.95,236.27,2.002,77.04,51.25,29.38,1,53,1.94,0.9401
216.14,44.64,153.4,1.646,85.59,64.08,28.77,0,18,1.63,0.5696
152.43,53.21,230.78,1.932,73.09,60.96,30.74,1,105,2.02,1.1912
235.27,51.23,151.08,1.537,81.74,34.8,29.17,0,39,1.47,0.7387
120.39,54.36,248.09,2.018,80.47,37.24,30.77,1,52,1.87,0.866
130.01,65.47,290.92,1.93,73.53,32.84,27.68,1,110,1.63,0.9821
198.59,64.73,199.08,1.292,82.4,82.39,25.44,0,21,1.63,0.5723
180.76,51.99,177.9,1.52,83.53,65.49,28.06,0,16,1.53,0.6247
190.84,55.64,188.82,1.729,88.42,77.06,23.58,0,8,1.8,0.3369
179.49,76.91,277.08,2.009,81.66,59.77,27.57,1,120,1.69,0.6761
125.41,79.05,267.93,2.009,82.84,40.66,31.16,1,141,1.69,0.778
152.74,62.3,299.01,1.908,82.24,64.46,27.45,1,138,1.65,0.6501
188.31,56.57,193.16,1.64,82.93,57.79,27.38,0,25,1.57,0.6223
201.72,56.22,161.6,1.799,85.85,52.45,25.46,0,24,1.78,0.4607
167.61,61.3,278.26,2.168,87.38,50.45,27.51,1,53,1.81,0.4636
175.06,79.58,240.6,2.044,78.17,65.75,28.84,1,90,2.05,0.8664
194.96,60.19,166.72,1.498,81.4,63.98,26.29,0,37,1.6,0.636
216.35,47.24,198.69,1.812,81.19,38.34,25.52,0,36,1.47,0.6146
141.75,70.98,239.07,2.127,77.74,74.89,31.22,1,102,1.95,1.0126
210.09,55.22,191.48,1.422,86.04,64.99,31.77,0,18,1.61,0.6552
221.85,48.84,205.43,1.389,84.44,59.47,28.81,0,23,1.52,0.6165
184.34,54.86,159.37,1.429,75.9,71.19,28.83,0,33,1.64,0.9559
207.91,56.14,166.16,1.541,79.86,38.45,27.37,0,27,1.54,0.7338
120.6,60.14,255.75,2.108,83.64,80.58,28.59,1,101,1.97,0.64
150.48,56.76,256.85,2.105,76.79,44.88,29.08,1,77,1.89,0.934
163.59,75.52,290.32,2.041,81.1,44.45,25.3,1,139,1.67,0.6095
221.2,63.6,191.82,1.583,91.24,74.82,25.54,0,9,1.78,0.2865
224.15,50.27,166.25,1.885,83.96,48.37,22.75,0,30,1.79,0.4439
191.12,61.51,167.16,1.604,90.51,75.69,24.19,0,38,1.89,0.2864
200.0,45.51,184.22,1.59,93.49,48.04,22.54,0,43,1.82,0.1779
125.43,76.34,272.52,1.939,81.85,60.29,24.43,1,109,1.78,0.5557
217.84,54.33,171.89,1.865,77.73,42.7,28.14,0,41,1.64,0.8487
212.27,48.12,153.48,1.687,80.28,70.23,28.71,0,29,1.62,0.7768
203.12,64.61,207.15,1.476,77.46,39.18,27.33,0,22,1.51,0.8193
235.02,42.61,169.04,1.462,85.99,79.47,24.57,0,42,1.7,0.4326
186.58,41.18,201.0,1.398,86.1,50.44,22.64,0,15,1.7,0.3821
248.24,41.13,181.8,1.588,88.62,55.94,22.99,0,24,1.84,0.3195
127.89,76.43,225.65,1.82,89.16,31.32,28.13,1,82,2.1,0.4129
234.11,54.48,161.61,1.46,89.34,83.67,24.72,0,44,1.85,0.3321
205.78,52.64,191.7,1.728,86.38,74.72,26.18,0,43,1.72,0.4627
168.0,57.72,234.15,2.107,68.57,54.59,32.34,1,47,1.82,1.5234
132.07,72.98,225.0,2.179,84.19,80.61,28.36,1,87,2.02,0.6102
137.45,77.88,292.13,1.824,93.74,81.21,24.86,1,113,1.87,0.1967
125.83,52.17,223.86,1.88,65.84,59.32,29.56,1,135,1.75,1.4133
249.52,58.64,173.63,1.525,85.04,42.86,28.78,0,30,1.55,0.5917
248.99,59.5,198.38,1.797,84.98,56.79,24.14,0,39,1.76,0.452
193.29,59.43,178.13,1.608,78.65,47.86,27.34,0,25,1.58,0.7765
159.18,58.29,259.49,2.219,85.9,54.64,28.45,1,76,1.97,0.5471
166.97,55.65,256.0,2.075,89.71,80.13,29.27,1,124,2.22,0.4187
190.81,52.45,172.39,1.587,85.93,45.5,28.27,0,9,1.59,0.5403
191.74,50.37,190.11,1.669,80.21,76.14,28.26,0,24,1.54,0.7594
135.4,79.31,244.02,1.792,78.11,81.44,27.41,1,110,2.03,0.7994
211.69,55.28,153.38,1.353,84.7,74.28,26.14,0,35,1.54,0.5186
154.99,78.91,291.52,2.031,84.35,59.0,30.57,1,47,1.68,0.6861
140.49,59.0,298.3,2.002,79.96,61.02,28.45,1,54,1.65,0.7776
171.44,75.63,254.67,2.232,77.99,75.08,31.18,1,126,1.97,0.999
179.31,56.36,256.46,1.835,95.0,32.45,29.46,1,125,2.07,0.2057
140.6,74.79,231.53,2.045,87.25,70.48,28.5,1,111,2.18,0.4962
211.85,63.82,186.89,1.683,92.16,59.09,23.44,0,28,1.79,0.2262
159.45,55.87,244.27,2.041,73.59,51.84,29.56,1,144,2.0,1.0926
131.67,78.04,299.55,2.132,79.13,72.18,27.59,1,104,1.75,0.7702
184.92,62.39,175.74,1.524,82.94,44.64,27.71,0,23,1.55,0.634
242.28,62.08,192.71,1.7,81.56,79.25,23.27,0,19,1.46,0.5266
193.91,40.99,161.21,1.667,91.03,67.87,27.19,0,41,1.75,0.3234
232.98,56.74,201.05,1.74,91.84,63.56,25.24,0,31,1.85,0.2622
142.02,76.12,257.95,1.939,77.03,58.77,30.9,1,108,2.03,1.0261
147.33,67.6,297.88,1.858,91.0,41.7,28.25,1,104,1.86,0.3452
200.39,62.84,201.29,1.525,84.47,63.93,25.57,0,39,1.58,0.5089
228.75,52.47,151.16,1.472,94.64,69.87,28.67,0,20,1.7,0.2106
123.27,67.25,223.45,1.932,81.72,30.64,29.45,1,91,1.86,0.7515
200.04,63.04,170.02,1.56,85.4,50.15,27.76,0,28,1.56,0.5442
196.96,64.35,191.92,1.491,87.65,75.79,29.83,0,10,1.64,0.5189
161.26,68.91,230.3,2.001,89.38,64.77,27.23,1,131,2.19,0.3838
193.66,63.07,166.88,1.459,87.21,63.84,25.38,0,7,1.75,0.4144
224.79,42.07,171.39,1.591,82.1,42.57,27.43,0,16,1.53,0.6545
186.61,48.43,180.57,1.541,87.2,64.76,25.41,0,42,1.84,0.4155
223.41,59.06,184.96,1.585,80.48,73.24,25.49,0,8,1.59,0.6366
164.9,59.89,278.21,2.047,80.02,52.1,31.37,1,60,1.65,0.9167
187.97,58.15,209.54,1.55,76.44,40.02,28.35,0,31,1.65,0.9089
225.44,40.98,194.22,1.507,75.44,34.25,25.73,0,29,1.54,0.8125
149.99,61.29,275.85,1.921,84.61,57.81,25.72,1,79,1.67,0.5088
179.64,75.26,247.38,2.123,84.43,67.61,32.65,1,139,1.94,0.7679
204.74,42.04,176.12,1.753,87.49,38.95,27.37,0,19,1.77,0.4558
214.45,41.96,201.62,1.538,84.61,53.18,24.98,0,40,1.83,0.4869
121.82,67.49,256.6,1.981,90.75,61.28,28.32,1,134,2.19,0.3562
247.03,56.03,161.27,1.395,79.22,38.57,28.26,0,21,1.44,0.7974
226.59,48.79,152.77,1.578,72.64,44.84,28.08,0,26,1.62,1.039
130.25,74.18,277.25,1.826,69.69,63.46,29.89,1,79,1.45,1.278
121.54,72.14,238.67,1.941,77.73,69.88,26.51,1,118,2.03,0.7715
135.6,51.06,274.79,2.129,87.55,64.98,26.71,1,61,1.92,0.4364
174.95,71.93,259.68,1.82,77.39,69.25,29.93,1,146,1.96,0.9555
160.09,71.6,227.36,1.892,87.54,61.98,24.74,1,95,2.22,0.3886
231.34,46.53,163.97,1.492,93.24,75.97,24.99,0,29,1.78,0.214
146.77,54.51,289.54,1.8,70.5,75.47,35.0,1,87,1.55,1.6587
218.64,48.65,154.49,1.704,87.02,73.79,25.41,0,36,1.77,0.4213
196.86,57.87,180.54,1.633,84.07,61.65,29.03,0,11,1.63,0.6392
132.26,74.65,224.39,2.217,78.71,84.68,27.21,1,114,2.13,0.7685
129.08,55.54,230.42,1.881,87.61,32.15,29.62,1,132,1.86,0.5144
190.15,61.45,169.23,1.387,83.06,40.76,25.56,0,19,1.53,0.5548
140.03,54.86,272.46,2.113,77.7,74.49,30.98,1,144,1.7,1.0007
227.9,61.14,154.91,1.557,91.33,75.45,29.7,0,13,1.82,0.3616
238.16,49.09,172.57,1.544,83.51,75.03,29.56,0,35,1.56,0.6822
203.28,44.37,164.25,1.777,86.91,78.0,28.01,0,31,1.79,0.4951
173.35,71.49,253.05,2.02,88.16,53.24,29.02,1,75,2.16,0.4748
152.04,79.71,280.46,2.109,78.11,81.25,29.04,1,120,1.62,0.8789
242.35,51.96,187.87,1.525,89.36,41.5,27.09,0,36,1.81,0.3814
175.34,53.91,277.98,1.913,79.91,81.53,27.87,1,62,1.7,0.7537
181.88,54.12,174.8,1.556,80.67,60.62,26.78,0,11,1.55,0.6803
170.3,66.15,263.63,2.08,81.35,39.01,27.55,1,133,1.56,0.6867
234.88,52.85,184.91,1.606,82.93,70.48,23.85,0,36,1.58,0.5048
181.26,45.62,207.99,1.656,86.76,46.27,27.61,0,29,1.79,0.4892
124.73,53.98,257.29,1.688,80.85,42.13,31.09,1,92,1.93,0.8647
221.19,61.71,154.14,1.374,79.97,39.46,27.86,0,30,1.47,0.751
206.51,41.4,165.87,1.342,85.32,31.62,28.39,0,27,1.56,0.5676
131.5,61.28,292.47,1.954,82.19,72.06,26.6,1,146,1.73,0.6202
143.33,74.87,262.19,1.832,81.73,56.76,26.81,1,82,1.68,0.6442
227.37,50.59,200.08,1.803,84.02,83.83,26.36,0,36,1.65,0.5487
216.2,53.32,179.58,1.597,85.8,54.16,26.68,0,44,1.79,0.4969
197.39,40.5,164.77,1.626,85.41,76.38,26.72,0,28,1.58,0.5117
222.46,52.89,207.01,1.469,80.04,83.25,28.5,0,8,1.61,0.7767
231.58,49.84,157.5,1.465,86.73,31.24,27.79,0,29,1.71,0.4955
152.72,52.84,278.76,2.186,79.51,35.79,29.86,1,73,1.67,0.8624
122.42,72.19,269.84,2.214,77.02,49.13,30.23,1,97,1.65,0.988
184.51,57.12,154.61,1.65,76.17,77.86,26.66,0,36,1.63,0.8328
249.16,51.84,195.1,1.356,94.42,76.09,20.0,0,33,1.79,0.1305
223.67,45.4,168.77,1.549,81.49,50.17,28.97,0,40,1.53,0.7402
246.25,61.18,193.79,1.638,85.68,40.99,25.42,0,17,1.82,0.4651
140.41,69.36,235.12,1.973,86.87,74.13,28.73,1,82,1.98,0.5178
203.94,48.91,164.25,1.346,81.98,62.83,25.7,0,43,1.66,0.5951
189.38,62.9,181.1,1.822,77.58,31.74,25.61,0,12,1.46,0.7364
161.12,78.83,265.91,1.9,76.35,74.23,35.0,1,82,1.47,1.3298
241.62,62.45,202.28,1.439,88.0,82.63,23.38,0,26,1.8,0.345
167.39,58.94,276.5,1.996,80.25,32.31,28.81,1,58,1.51,0.7825
193.06,61.72,169.01,1.742,90.4,45.72,27.19,0,44,1.85,0.3461
176.62,63.74,233.78,2.062,67.61,75.07,30.51,1,113,1.86,1.415
124.2,66.98,230.65,1.842,87.37,62.16,28.58,1,101,2.23,0.4938
148.57,67.16,243.58,1.822,85.55,84.41,28.79,1,149,2.01,0.5718
175.17,71.06,292.32,1.737,87.11,80.35,25.19,1,75,1.93,0.413
201.36,46.02,168.35,1.565,67.88,39.8,25.49,0,38,1.51,1.0476
208.17,52.23,178.04,1.543,89.64,67.07,26.98,0,23,1.84,0.3689
