jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,irrigation_action
21,72.1,27.8,28.1,73.4,77.8,94.5,98.4,2.62,0
22,70.6,27.5,27.0,76.1,75.0,95.0,98.5,2.7,0
23,69.5,27.2,25.5,75.5,73.9,95.2,98.9,2.65,0
0,68.2,25.7,25.9,76.7,76.9,92.0,96.6,2.45,0
1,66.5,26.6,26.1,77.9,80.3,90.2,97.0,2.47,0
2,65.3,26.4,25.3,82.9,82.9,85.9,97.9,2.43,0
3,63.6,25.4,22.8,78.0,80.6,84.0,99.9,2.51,0
4,62.7,25.8,26.3,81.9,81.7,85.2,103.2,2.36,0
5,61.2,25.4,23.2,78.0,78.9,85.9,102.5,2.54,0
6,71.2,25.5,24.0,79.1,77.2,87.6,105.5,2.56,1
7,70.0,24.7,26.2,78.0,77.9,88.1,107.7,2.64,0
8,67.6,25.9,27.2,71.2,77.2,87.2,102.2,2.61,0
9,66.1,25.4,29.0,69.0,80.7,87.6,103.7,2.67,0
10,64.9,26.3,31.0,69.6,79.1,88.0,108.7,2.7,0
11,62.3,26.6,31.8,68.0,80.0,88.6,107.9,2.69,0
12,72.1,26.6,31.0,63.4,78.1,89.4,111.6,2.71,1
13,68.9,27.7,32.1,67.1,79.8,88.9,110.5,2.88,0
14,66.7,28.7,32.7,63.7,80.7,87.6,111.8,3.01,0
15,76.9,28.5,32.5,65.4,81.1,89.0,110.2,2.81,1
16,75.4,28.8,32.1,67.8,81.1,89.8,108.9,2.65,0
17,73.1,28.5,31.3,65.3,83.0,92.3,112.2,2.81,0
18,73.5,28.5,30.6,71.0,82.1,93.8,113.8,2.75,0
19,72.6,28.0,28.8,68.2,85.6,93.5,115.9,2.58,0
20,71.1,27.8,27.4,71.0,85.9,93.9,116.1,2.67,0
21,70.1,27.7,27.9,72.1,84.9,89.9,114.6,2.72,0
22,67.8,27.9,26.4,78.7,84.8,86.2,117.2,2.79,0
23,66.4,26.6,27.0,76.1,83.9,88.9,115.5,2.8,0
0,64.5,26.8,24.6,78.9,82.1,89.8,115.3,2.6,0
1,63.0,27.1,24.5,80.6,81.2,89.0,113.7,2.57,0
2,61.6,25.7,24.0,78.5,83.8,88.9,119.1,2.49,0
3,59.5,25.8,24.9,81.4,85.3,87.3,117.2,2.63,0
4,58.0,25.7,24.6,79.4,89.1,88.9,117.5,2.55,0
5,57.6,25.0,24.3,76.4,84.5,89.4,115.4,2.68,0
6,66.5,26.3,25.2,77.5,82.3,88.2,115.3,2.66,1
7,64.0,24.8,27.3,76.1,80.5,90.4,112.4,2.48,0
8,62.9,25.6,25.9,69.4,81.9,92.3,113.1,2.57,0
9,60.4,25.6,29.3,68.5,82.7,90.3,112.7,2.56,0
10,59.0,26.1,30.9,67.9,82.7,86.3,109.5,2.67,0
11,58.0,26.4,32.0,66.6,83.2,87.6,108.2,2.73,0
12,67.6,27.6,32.4,65.6,82.8,88.0,100.0,2.65,1
13,65.7,27.5,31.4,64.0,82.6,87.4,98.9,2.6,0
14,63.6,28.7,31.5,63.0,83.0,86.2,97.2,2.68,0
15,74.0,28.6,32.2,65.7,82.4,84.1,95.0,2.69,1
16,72.5,29.4,30.8,63.1,80.7,86.0,91.5,2.63,0
17,69.6,28.8,30.5,67.9,79.8,86.8,90.5,2.54,0
18,68.1,28.9,28.8,65.3,78.8,85.5,93.6,2.72,0
19,66.2,28.8,28.3,71.2,74.6,84.5,92.3,2.71,0
20,64.3,28.0,28.7,69.5,74.1,85.1,96.4,2.6,0
21,64.0,27.9,27.2,75.6,75.4,85.5,99.8,2.69,0
22,62.1,27.6,26.2,73.7,75.4,81.1,100.2,2.57,0
23,61.3,26.8,25.8,74.9,70.4,79.6,101.3,2.53,0
0,59.8,26.7,25.6,75.5,67.9,78.1,102.9,2.42,0
1,58.0,26.5,24.6,79.5,65.5,84.4,98.6,2.55,0
2,56.8,26.2,24.5,77.1,67.2,84.2,93.4,2.64,0
3,56.3,26.1,24.2,79.4,63.4,83.6,94.1,2.44,0
4,55.0,25.5,23.8,80.8,68.9,80.5,98.6,2.44,0
5,54.0,25.1,24.2,77.9,70.8,83.1,95.9,2.56,0
6,64.1,24.7,24.2,76.5,74.0,84.4,95.3,2.44,1
7,61.7,25.8,25.6,75.1,72.6,87.7,98.6,2.53,0
8,60.4,24.4,25.8,70.9,73.1,88.0,101.5,2.67,0
9,57.9,25.8,27.8,69.3,74.7,86.4,102.9,2.7,0
10,57.4,26.3,29.1,68.0,76.2,82.0,102.4,2.71,0
11,56.4,27.0,30.7,63.1,72.7,83.2,101.9,2.52,0
12,65.9,28.3,32.7,64.5,75.3,84.0,103.0,2.45,1
13,64.2,28.2,32.0,64.1,79.9,80.4,105.8,2.47,0
14,61.1,28.7,32.0,64.5,79.8,80.6,109.8,2.49,0
15,71.3,29.1,30.9,64.7,79.1,80.4,109.7,2.5,1
16,70.0,29.3,31.5,61.3,78.4,82.5,112.4,2.49,0
17,68.5,28.6,32.0,65.0,79.0,83.5,113.1,2.59,0
18,67.0,29.3,29.9,68.6,79.8,82.9,115.3,2.64,0
19,65.4,28.5,28.6,69.2,80.3,82.4,120.3,2.65,0
20,64.9,27.7,27.5,69.1,81.5,78.9,121.0,2.55,0
21,64.7,28.4,27.8,75.7,80.8,83.8,118.7,2.56,0
22,64.2,27.5,26.0,76.7,79.2,84.6,117.1,2.54,0
23,62.9,27.7,26.6,73.5,78.0,84.8,117.2,2.59,0
0,61.6,26.9,24.5,77.1,75.2,90.4,117.6,2.68,0
1,59.6,26.6,23.4,79.4,73.4,90.2,117.0,2.48,0
2,58.6,25.8,24.7,82.2,74.8,92.3,117.7,2.42,0
3,57.8,26.0,23.1,76.0,75.3,94.8,113.6,2.4,0
4,56.5,25.5,24.5,81.1,72.2,95.1,114.2,2.43,0
5,55.9,25.3,25.1,78.8,75.1,94.8,113.2,2.42,0
6,66.2,25.1,24.5,78.4,74.7,97.3,119.2,2.5,1
7,64.9,24.9,26.2,75.5,72.5,97.4,120.2,2.67,0
8,62.8,24.7,28.4,76.4,75.9,95.1,116.1,2.53,0
9,60.3,25.4,28.3,74.1,74.3,96.2,112.3,2.52,0
10,58.2,26.9,31.3,67.5,70.6,93.7,113.2,2.56,0
11,56.9,27.2,30.8,64.2,70.6,91.6,112.7,2.63,0
12,66.5,27.6,31.0,69.1,68.7,94.4,115.0,2.61,1
13,64.6,27.5,32.1,64.8,73.4,91.5,115.8,2.66,0
14,62.5,28.6,32.1,62.2,71.5,94.9,113.2,2.73,0
15,72.8,28.9,32.6,66.7,69.9,93.2,110.3,2.72,1
16,69.9,29.1,31.9,65.2,71.3,93.5,111.5,2.68,0
17,68.7,29.1,31.0,66.0,71.5,95.1,110.1,2.52,0
18,66.8,29.2,30.5,69.9,69.0,91.6,111.0,2.47,0
19,64.8,28.6,29.4,66.4,70.7,92.2,110.2,2.49,0
20,63.3,28.0,29.1,72.8,71.1,94.2,108.9,2.46,0
21,62.6,27.3,27.2,73.2,73.9,95.7,113.2,2.48,0
22,61.0,27.3,25.9,75.1,71.6,92.8,111.9,2.41,0
23,59.5,27.6,26.2,76.3,70.3,95.2,113.1,2.34,0
0,58.3,27.6,27.5,74.4,71.4,94.4,110.6,2.22,0
1,58.0,26.6,25.4,77.1,72.5,97.1,110.3,2.43,0
2,57.9,25.9,23.8,80.0,71.8,98.4,109.8,2.4,0
3,57.6,25.8,25.2,80.7,71.2,100.3,107.8,2.34,0
4,56.3,24.3,22.5,79.9,71.7,97.1,105.5,2.38,0
5,55.5,24.6,24.0,76.5,69.9,97.1,107.3,2.15,0
6,66.5,24.5,25.3,77.6,71.2,95.0,108.3,1.94,1
7,65.5,24.5,25.5,74.6,68.7,97.7,111.3,2.02,0
8,64.1,25.2,26.8,72.0,67.8,95.1,111.0,2.05,0
9,61.8,25.7,28.6,71.5,68.6,100.7,106.0,2.22,0
10,60.4,25.0,29.6,68.5,66.8,99.5,103.6,2.29,0
11,58.4,27.5,30.4,63.2,67.7,102.8,107.1,2.27,0
12,67.4,27.8,30.9,64.2,66.6,101.4,109.7,2.23,1
13,64.5,28.3,30.8,65.0,66.6,99.1,112.3,2.37,0
14,62.7,28.2,31.1,64.5,64.9,97.9,108.4,2.55,0
15,72.8,28.6,31.6,64.4,65.5,97.8,107.1,2.81,1
16,69.9,29.2,32.0,65.5,67.0,96.7,109.4,2.8,0
17,68.2,28.7,30.1,64.5,66.9,94.6,110.1,2.76,0
18,68.0,29.3,29.0,71.4,65.4,95.9,107.7,2.71,0
19,68.0,28.8,30.5,69.8,67.1,98.7,102.8,2.68,0
20,67.2,28.3,27.5,69.6,66.4,98.6,105.0,2.64,0
21,66.5,28.6,27.7,69.5,64.3,97.4,103.2,2.42,0
22,65.8,27.6,26.0,71.3,63.7,102.0,102.3,2.37,0
23,64.7,27.0,25.4,74.9,64.9,105.4,102.2,2.39,0
0,63.7,26.3,25.6,79.2,66.6,100.6,104.9,2.48,0
1,63.4,26.0,25.1,77.4,64.4,97.8,107.9,2.33,0
2,62.2,26.8,25.4,78.8,64.5,99.4,108.5,2.36,0
3,62.2,25.8,24.6,78.0,63.2,99.9,104.5,2.39,0
4,59.9,25.1,24.1,82.7,64.3,98.7,102.9,2.55,0
5,58.5,24.6,24.7,83.6,63.9,98.6,101.0,2.57,0
6,69.4,25.2,24.1,73.2,65.0,96.8,102.0,2.46,1
7,67.2,24.6,27.0,75.3,67.4,96.1,107.0,2.45,0
8,65.5,24.8,27.7,74.3,64.5,96.0,109.5,2.29,0
9,63.5,25.4,29.1,71.5,62.1,98.4,111.4,2.28,0
10,61.3,25.9,30.5,67.1,62.6,100.3,109.4,2.33,0
11,60.0,26.3,29.9,65.0,65.1,99.7,109.8,2.29,0
12,70.3,27.4,30.9,65.7,65.1,99.3,108.5,2.31,1
13,68.8,27.7,32.1,66.7,64.0,101.6,109.5,2.49,0
14,65.8,28.9,32.0,61.0,63.0,101.7,110.9,2.53,0
15,76.4,28.8,32.1,63.4,63.5,102.8,114.8,2.48,1
16,73.6,28.9,31.3,66.3,60.7,101.5,114.8,2.49,0
17,72.2,29.2,30.5,64.8,61.2,103.4,113.6,2.54,0
18,71.3,29.0,31.0,67.0,58.6,103.7,114.9,2.44,0
19,70.7,28.8,29.5,71.9,59.5,103.2,109.9,2.44,0
20,69.3,28.8,29.0,71.7,63.4,104.4,111.4,2.39,0
21,68.2,28.3,28.5,71.9,63.4,104.1,108.0,2.38,0
22,66.8,27.8,27.8,75.3,64.9,104.2,109.4,2.18,0
23,66.3,27.3,26.3,73.5,67.0,103.8,108.7,2.3,0
0,65.6,26.6,25.9,77.6,66.7,101.4,110.2,2.31,0
1,64.2,26.5,25.0,79.3,65.1,98.5,112.2,2.24,0
2,62.2,26.6,25.2,81.5,64.1,97.7,115.0,2.26,0
3,60.6,26.0,25.9,81.0,62.3,96.8,112.8,1.99,0
4,59.7,25.2,23.2,80.2,61.9,99.9,115.4,2.0,0
5,57.6,24.7,23.6,79.2,62.3,98.6,114.1,1.95,0
6,68.3,25.0,26.2,77.7,58.9,95.7,111.1,2.06,1
7,67.1,24.6,26.1,78.2,58.8,93.3,107.9,1.97,0
8,65.6,25.5,27.0,75.6,59.6,90.9,107.5,1.97,0
9,62.8,25.9,28.1,71.6,60.3,91.0,108.1,1.82,0
10,60.7,26.5,30.7,68.1,60.4,93.0,105.8,1.86,0
11,58.3,26.5,31.5,64.3,61.2,92.4,104.4,1.78,0
12,68.2,26.5,33.4,62.0,62.8,88.1,104.5,1.86,1
13,66.2,27.5,31.9,63.2,59.7,87.0,103.2,1.84,0
14,65.0,28.6,32.6,65.6,60.6,87.1,103.8,1.74,0
15,74.8,29.3,33.0,65.0,62.9,88.4,99.2,1.87,1
16,72.0,29.2,30.1,67.8,63.1,86.8,95.7,2.06,0
17,68.4,29.0,29.8,66.3,62.3,83.7,97.0,2.01,0
18,67.0,28.9,30.2,65.1,66.8,83.0,101.3,2.0,0
19,67.1,28.8,28.8,68.3,66.9,82.1,100.0,1.98,0
20,66.0,29.1,28.1,72.7,63.5,79.8,95.3,1.97,0
21,64.4,28.2,27.1,73.3,60.7,79.2,94.7,2.06,0
22,63.7,27.6,26.6,74.7,59.6,81.0,94.1,2.32,0
23,63.3,27.5,25.3,75.9,55.5,79.5,95.0,2.27,0
0,62.1,26.2,24.3,76.4,57.3,83.8,95.1,2.25,0
1,61.1,26.4,25.1,79.6,56.4,84.9,96.3,2.18,0
2,61.0,25.5,24.4,78.4,56.7,88.7,95.0,2.28,0
3,60.7,26.0,24.9,80.5,58.7,93.1,91.8,2.33,0
4,58.9,25.3,24.4,80.0,58.6,89.6,92.2,2.42,0
5,57.9,25.4,24.6,76.6,55.8,90.7,93.9,2.34,0
6,68.6,24.6,25.5,80.9,52.7,85.2,97.6,2.35,1
7,66.8,25.9,25.3,75.5,50.4,87.6,93.8,2.19,0
8,65.3,24.8,26.9,74.9,46.3,86.4,93.5,2.29,0
9,63.5,25.6,28.9,71.7,49.4,88.4,93.6,2.36,0
10,61.3,26.4,30.7,68.0,49.9,91.6,96.1,2.32,0
11,59.2,26.4,31.6,65.0,52.4,89.1,98.3,2.24,0
12,69.8,27.3,31.6,64.8,53.2,90.3,100.7,2.06,1
13,67.7,28.0,31.9,63.0,50.3,92.6,99.4,2.05,0
14,65.5,28.7,32.1,62.7,56.2,91.0,98.8,2.03,0
15,76.0,27.9,30.7,63.8,56.9,88.8,98.7,2.04,1
16,74.5,28.6,31.9,62.5,57.5,89.0,96.6,2.03,0
17,72.6,29.2,31.3,64.8,59.8,86.1,96.4,1.89,0
18,72.3,29.1,30.7,67.7,62.2,85.1,95.6,1.82,0
19,70.1,28.6,30.0,70.5,68.6,86.2,96.1,1.9,0
20,69.5,28.6,29.2,67.5,68.7,87.6,97.6,1.78,0
21,67.9,27.8,26.1,73.7,69.8,89.4,97.6,1.7,0
22,66.7,26.8,26.9,76.9,69.9,89.6,95.4,1.61,0
23,65.7,26.6,24.9,77.6,68.1,89.7,94.4,1.48,0
0,64.2,27.3,24.6,79.8,67.4,91.4,95.3,1.42,0
1,64.5,26.0,24.7,76.3,65.0,90.1,98.6,1.6,0
2,63.5,25.4,25.3,77.6,68.4,91.6,98.4,1.63,0
3,62.3,26.0,24.4,77.3,69.8,88.0,95.2,1.79,0
4,62.0,25.0,24.2,82.5,71.3,90.0,101.7,1.9,0
5,60.7,24.7,25.7,83.4,70.9,86.4,102.3,2.01,0
6,71.0,25.2,25.1,75.2,73.7,86.1,104.3,2.18,1
7,69.9,24.6,25.2,75.7,72.8,87.9,104.4,2.2,0
8,68.3,25.6,26.2,71.0,71.3,87.3,104.7,2.18,0
9,66.1,25.5,28.0,67.2,71.4,85.4,103.8,2.2,0
10,64.2,26.2,30.1,66.3,73.5,87.1,104.9,2.25,0
11,64.0,26.2,29.8,68.5,75.4,87.7,106.6,2.38,0
12,75.4,27.4,32.1,63.6,72.5,88.1,104.6,2.4,1
13,72.0,28.3,32.2,65.4,73.6,88.5,105.5,2.49,0
14,70.3,28.2,31.3,65.4,76.7,91.0,107.5,2.51,0
15,80.0,28.3,31.7,63.2,76.2,90.2,109.4,2.51,1
16,77.7,28.5,31.6,67.9,74.9,91.3,110.1,2.48,0
17,74.6,28.9,30.2,64.7,76.5,89.2,110.9,2.57,0
18,73.4,29.8,30.6,67.1,78.4,90.0,110.1,2.61,0
19,72.9,27.8,28.7,70.3,76.6,91.5,108.8,2.5,0
20,71.6,27.9,28.9,70.6,75.5,92.9,109.8,2.37,0
21,70.5,27.6,28.7,72.4,76.5,92.0,115.1,2.36,0
22,71.1,26.7,27.0,75.9,74.7,94.4,110.1,2.26,0
23,70.3,27.6,25.0,78.1,75.3,97.2,112.3,2.27,0
0,69.2,26.9,25.4,74.1,77.0,99.4,116.8,2.31,0
1,67.9,26.0,24.8,78.5,76.5,99.1,117.0,2.5,0
2,66.2,25.9,23.7,81.6,78.6,99.7,118.3,2.37,0
3,66.3,25.2,23.1,82.7,79.3,96.9,120.2,2.22,0
4,66.6,24.7,23.7,75.5,77.2,97.7,117.5,2.08,0
5,65.9,25.0,24.9,78.1,78.0,96.5,118.0,2.04,0
6,75.9,25.4,25.6,78.3,80.4,93.0,119.4,1.99,1
7,73.4,25.1,27.0,75.2,80.4,91.6,118.7,1.85,0
8,71.7,24.7,27.3,74.7,80.4,87.1,118.9,2.01,0
9,70.3,25.8,30.3,71.5,79.0,89.6,118.3,2.03,0
10,68.0,26.1,29.3,69.0,79.6,90.8,120.4,1.94,0
11,66.7,26.2,31.4,65.4,80.3,92.2,120.4,1.72,0
12,77.2,28.0,31.6,64.2,82.8,93.4,118.9,1.9,1
13,74.9,27.4,33.2,65.7,81.3,97.1,121.7,1.78,0
14,72.4,29.0,31.9,65.1,82.2,94.7,119.4,1.91,0
15,81.6,28.6,30.8,65.3,83.1,95.2,118.4,1.82,1
16,79.4,29.0,31.4,65.7,82.1,94.4,120.0,2.01,0
17,76.5,29.3,29.8,65.3,81.9,93.0,119.3,2.18,0
18,75.0,28.5,29.3,66.6,75.9,92.8,120.4,2.11,0
19,74.7,28.4,30.0,69.8,76.7,92.7,122.6,1.91,0
20,73.3,28.2,28.4,73.0,72.7,92.1,123.5,2.12,0
21,72.1,28.6,28.3,71.0,70.7,91.1,122.8,2.2,0
22,71.1,27.9,26.1,75.1,68.6,92.8,125.7,2.28,0
23,69.6,27.3,27.0,76.7,68.1,91.2,124.3,2.38,0
0,68.6,27.0,25.2,76.9,68.8,89.6,127.0,2.37,0
1,67.7,26.2,23.2,78.3,66.3,88.6,124.5,2.15,0
2,65.3,26.0,23.6,80.5,62.4,90.0,124.3,2.18,0
3,64.9,26.2,23.0,78.4,61.4,89.9,124.0,2.24,0
4,63.2,26.3,22.8,82.5,63.1,87.3,122.6,2.12,0
5,62.2,25.4,24.6,76.4,63.2,87.4,118.4,2.22,0
6,72.1,24.7,25.2,79.3,61.9,90.1,116.8,2.41,1
7,70.5,25.1,26.5,77.2,61.5,90.0,118.1,2.3,0
8,69.1,24.2,26.7,75.9,61.7,94.3,121.1,2.44,0
9,67.2,25.9,29.1,66.9,61.9,94.9,120.2,2.66,0
10,64.7,26.1,28.8,66.1,60.9,90.6,121.6,2.64,0
11,62.2,26.4,30.7,67.8,62.6,90.8,123.1,2.57,0
12,71.7,27.5,31.6,63.1,66.2,93.2,124.2,2.61,1
13,69.7,27.5,31.5,63.9,65.0,97.1,124.4,2.5,0
14,68.2,28.1,32.0,66.1,65.7,96.6,125.0,2.41,0
15,78.5,29.1,31.6,62.8,63.8,97.8,127.1,2.58,1
16,76.4,29.7,31.6,63.6,64.5,101.9,126.3,2.5,0
17,74.1,28.7,30.9,64.9,65.7,100.1,125.8,2.59,0
18,72.0,28.6,30.8,67.9,65.6,97.0,121.8,2.38,0
19,71.1,28.4,28.9,68.2,67.1,94.1,122.3,2.46,0
20,69.4,28.2,28.9,71.3,67.9,100.3,123.6,2.37,0
21,68.6,27.9,27.8,72.6,62.8,101.1,122.0,2.52,0
22,67.4,27.9,27.0,75.4,63.6,99.1,122.7,2.63,0
23,65.7,27.2,26.1,74.8,63.0,96.9,119.9,2.74,0
0,64.8,26.6,23.6,78.3,59.7,97.9,117.9,2.65,0
1,63.9,26.1,26.3,80.0,59.8,104.6,115.9,2.63,0
2,62.8,26.2,23.6,80.9,56.6,104.5,116.4,2.66,0
3,62.9,25.9,23.5,80.6,56.8,104.6,115.9,2.68,0
4,61.6,25.9,23.7,79.2,58.0,103.4,113.5,2.68,0
5,62.3,25.1,23.2,79.7,58.2,106.1,111.4,2.76,0
6,71.9,24.8,26.3,75.6,57.9,104.7,108.5,2.75,1
7,70.1,25.4,25.5,76.5,58.1,105.9,105.7,2.61,0
8,67.2,25.3,26.8,75.0,59.3,107.4,105.3,2.57,0
9,65.7,26.0,28.0,69.4,62.4,107.8,105.7,2.83,0
10,62.8,26.5,30.3,70.5,62.0,108.5,102.6,2.79,0
11,61.0,26.9,32.2,67.4,61.8,104.1,104.2,2.78,0
12,70.0,27.4,32.0,68.0,62.1,103.1,105.6,2.92,1
13,68.5,28.0,31.4,62.0,61.7,101.0,108.6,2.94,0
14,66.6,29.0,33.0,64.3,61.3,101.0,108.6,2.79,0
15,76.8,29.4,31.9,63.5,60.7,101.3,109.4,2.93,1
16,75.4,29.0,30.7,64.8,60.5,101.7,107.6,2.86,0
17,73.2,29.5,30.6,68.0,61.3,104.9,111.3,2.83,0
18,72.2,28.6,30.1,70.1,60.1,100.0,110.8,2.85,0
19,70.4,28.3,29.4,69.5,60.7,95.5,111.3,2.8,0
20,69.5,28.6,28.4,70.6,59.4,96.9,109.6,2.69,0
21,67.5,27.8,27.6,70.9,58.2,97.7,108.7,2.62,0
22,66.9,27.7,28.3,74.4,57.2,101.3,113.8,2.52,0
23,66.3,27.4,28.3,76.5,60.4,101.2,115.4,2.48,0
0,65.2,27.1,25.5,78.5,62.0,102.9,118.7,2.35,0
1,64.3,26.2,24.0,80.2,63.7,102.7,118.6,2.43,0
2,63.9,25.5,23.5,78.3,63.1,101.6,120.6,2.32,0
3,62.9,25.5,24.7,78.6,64.9,97.6,115.2,2.4,0
4,61.3,26.4,22.7,82.4,65.3,95.3,116.2,2.33,0
5,60.4,25.6,24.1,80.0,63.3,94.8,117.0,2.16,0
6,70.2,25.6,25.3,75.0,61.5,94.4,118.8,2.09,1
7,68.0,24.4,26.1,78.9,64.0,94.6,118.8,2.11,0
8,65.2,25.4,27.0,72.2,66.9,93.0,119.5,2.22,0
9,63.0,25.5,30.2,72.1,69.5,96.4,119.0,2.26,0
10,60.8,26.1,30.6,67.4,67.8,96.8,117.7,2.18,0
11,59.1,26.0,30.7,66.0,66.4,94.6,117.4,2.06,0
12,69.0,28.3,32.4,67.5,67.1,93.5,124.2,2.11,1
13,67.6,27.6,31.9,60.7,68.7,95.2,125.3,2.3,0
14,64.5,28.9,31.5,63.6,64.0,94.0,123.8,2.36,0
15,74.9,29.2,31.3,63.4,65.3,93.1,119.8,2.32,1
16,72.8,29.5,32.2,65.0,64.9,92.8,120.0,2.44,0
17,71.0,29.4,30.2,66.1,65.6,89.8,120.8,2.44,0
18,70.3,28.9,29.9,69.7,61.9,91.6,118.3,2.51,0
19,69.2,28.2,30.1,70.3,59.5,91.3,118.9,2.62,0
20,68.6,28.8,28.7,70.3,59.2,95.9,120.1,2.62,0
21,68.0,28.4,27.8,75.5,61.0,95.8,124.2,2.59,0
22,67.2,27.6,26.2,76.0,60.7,95.1,125.1,2.58,0
23,66.0,27.4,27.9,74.4,58.2,94.6,126.5,2.63,0
0,64.6,26.9,26.0,76.7,62.3,97.1,126.8,2.53,0
1,64.5,26.0,22.9,77.3,60.8,96.9,124.1,2.29,0
2,62.6,25.8,25.4,79.7,58.5,98.4,125.0,2.55,0
3,60.9,25.8,23.1,79.1,60.5,102.0,124.2,2.78,0
4,59.2,26.0,22.9,81.3,61.3,97.6,120.5,2.77,0
5,57.8,25.0,23.7,78.6,62.2,97.6,120.6,2.97,0
6,68.3,25.5,25.9,78.1,60.5,96.9,120.7,3.01,1
7,67.4,24.7,25.8,74.9,58.0,96.2,121.6,3.04,0
8,65.4,25.8,27.5,72.3,61.1,94.7,118.1,2.8,0
9,63.6,25.3,27.4,72.1,62.0,91.7,114.3,2.88,0
10,61.7,26.2,30.9,65.3,63.1,91.9,116.3,2.95,0
11,59.3,26.6,30.9,66.3,63.0,91.2,119.0,3.01,0
12,68.5,27.1,30.7,66.0,62.1,88.3,117.0,2.94,1
13,66.7,28.4,32.3,66.4,62.1,89.2,117.8,2.82,0
14,64.3,28.4,32.3,62.5,64.4,88.4,116.6,2.81,0
15,74.0,28.6,31.7,66.9,64.7,89.6,117.0,2.82,1
16,71.9,29.7,32.3,65.3,62.6,86.9,116.1,2.92,0
17,69.1,28.9,31.1,66.8,60.0,85.8,118.8,2.91,0
18,68.9,28.6,31.2,68.5,60.7,87.4,116.8,2.76,0
19,68.4,28.9,29.2,67.2,63.7,87.4,116.3,2.78,0
20,66.6,27.8,28.5,73.5,65.0,85.2,115.5,2.84,0
21,66.3,28.4,28.3,74.1,64.9,84.8,114.0,2.73,0
22,65.5,28.0,27.7,73.3,65.3,86.0,116.1,2.79,0
23,64.3,27.5,25.7,74.9,65.0,89.2,117.0,2.6,0
0,63.1,26.9,26.8,81.6,66.5,91.1,115.2,2.59,0
1,61.9,26.1,24.9,78.1,68.4,89.7,117.9,2.49,0
2,60.7,26.2,24.3,79.2,66.8,85.7,119.3,2.52,0
3,59.7,26.2,24.4,76.9,66.0,85.1,123.4,2.52,0
4,57.9,25.5,23.3,79.6,63.2,83.3,126.2,2.53,0
5,56.1,24.5,22.9,80.5,63.2,81.3,125.1,2.43,0
6,66.3,26.2,26.6,77.1,67.4,82.5,125.9,2.19,1
7,64.2,25.5,26.9,76.3,64.3,82.9,126.5,2.14,0
8,61.6,25.2,26.6,74.0,67.5,83.3,125.9,2.22,0
9,59.5,26.0,28.8,69.9,67.9,85.8,130.7,2.21,0
10,55.8,26.4,30.5,69.8,68.1,86.1,131.6,2.24,0
11,54.3,26.4,30.7,65.5,67.3,90.4,131.1,2.27,0
12,63.7,27.4,32.9,64.3,66.3,88.4,128.8,2.33,1
13,61.8,27.6,31.6,64.0,68.5,91.1,129.8,2.29,0
14,60.2,28.4,32.7,60.9,68.2,88.8,129.0,2.31,0
15,70.8,28.7,31.1,65.7,70.2,95.2,131.6,2.2,1
16,69.1,29.4,31.6,66.9,72.0,97.8,129.4,2.26,0
17,67.0,29.1,31.9,68.0,70.9,98.1,121.8,2.13,0
18,66.4,29.2,30.4,68.8,72.6,99.7,125.6,1.9,0
19,65.3,28.6,28.8,69.4,71.9,96.0,129.2,1.83,0
20,64.7,29.3,28.6,72.1,70.8,94.0,123.7,1.99,0
21,64.4,27.9,28.2,77.7,69.6,93.2,122.5,2.22,0
22,62.8,27.4,26.4,72.5,67.5,91.3,121.2,2.43,0
23,62.0,26.9,25.7,77.1,70.4,92.1,122.3,2.32,0
0,61.6,27.3,26.7,78.2,73.3,93.7,124.7,2.21,0
1,61.4,25.5,25.9,80.0,76.6,95.3,125.8,2.33,0
2,61.2,26.1,23.8,76.7,75.4,96.7,124.1,2.23,0
3,60.5,25.5,23.0,83.4,76.2,96.8,122.7,2.26,0
4,59.7,25.7,23.0,82.3,75.1,98.2,119.3,2.28,0
5,58.2,24.7,23.3,79.1,75.4,98.8,119.5,2.28,0
6,68.6,24.9,24.7,81.4,75.9,100.1,119.7,2.1,1
7,66.5,24.9,25.9,76.3,72.8,99.5,117.0,2.13,0
8,64.1,25.4,26.2,77.2,73.9,96.2,117.4,2.16,0
9,61.7,25.8,28.8,71.0,74.2,95.3,114.7,2.13,0
10,59.8,26.6,27.7,64.4,74.3,91.9,116.8,1.96,0
11,57.0,26.6,31.2,65.8,72.6,91.6,112.4,1.84,0
12,67.6,27.0,33.0,63.7,72.3,90.9,107.4,1.88,1
13,66.3,28.5,31.0,61.5,71.2,91.2,105.6,1.98,0
14,65.5,29.3,29.6,62.4,70.2,91.3,105.6,2.02,0
15,75.6,29.0,31.8,65.2,68.8,86.3,106.6,2.08,1
16,73.7,28.9,31.8,64.2,67.9,84.6,106.9,2.09,0
17,70.8,29.3,30.3,68.4,67.1,87.2,108.0,1.98,0
18,69.3,29.0,30.2,65.0,66.7,89.7,108.5,2.06,0
19,68.4,28.3,30.3,69.1,66.0,89.1,109.2,2.12,0
20,68.6,28.4,29.8,72.0,67.3,92.2,108.1,2.07,0
21,67.4,27.9,28.1,73.6,63.8,87.0,105.4,2.1,0
22,66.5,27.3,25.8,73.5,64.7,88.8,107.7,2.0,0
23,65.2,28.2,26.1,76.5,65.1,88.7,108.3,2.01,0
