jam,soil_moisture,soil_temperature,air_temperature,air_humidity,nitrogen,fosfor,kalium,ec,plant_age,fase,recommendation
20,73.3,28.2,28.4,73.0,72.7,92.1,123.5,2.12,168,pematangan,1
21,72.1,28.6,28.3,71.0,70.7,91.1,122.8,2.2,168,pematangan,1
22,71.1,27.9,26.1,75.1,68.6,92.8,125.7,2.28,168,pematangan,1
23,69.6,27.3,27.0,76.7,68.1,91.2,124.3,2.38,168,pematangan,1
0,68.6,27.0,25.2,76.9,68.8,89.6,127.0,2.37,169,pematangan,1
1,67.7,26.2,23.2,78.3,66.3,88.6,124.5,2.15,169,pematangan,1
2,65.3,26.0,23.6,80.5,62.4,90.0,124.3,2.18,169,pematangan,1
3,64.9,26.2,23.0,78.4,61.4,89.9,124.0,2.24,169,pematangan,1
4,63.2,26.3,22.8,82.5,63.1,87.3,122.6,2.12,169,pematangan,6
5,62.2,25.4,24.6,76.4,63.2,87.4,118.4,2.22,169,pematangan,1
6,72.1,24.7,25.2,79.3,61.9,90.1,116.8,2.41,169,pematangan,1
7,70.5,25.1,26.5,77.2,61.5,90.0,118.1,2.3,169,pematangan,1
8,69.1,24.2,26.7,75.9,61.7,94.3,121.1,2.44,169,pematangan,1
9,67.2,25.9,29.1,66.9,61.9,94.9,120.2,2.66,169,pematangan,1
10,64.7,26.1,28.8,66.1,60.9,90.6,121.6,2.64,169,pematangan,1
11,62.2,26.4,30.7,67.8,62.6,90.8,123.1,2.57,169,pematangan,1
12,71.7,27.5,31.6,63.1,66.2,93.2,124.2,2.61,169,pematangan,0
13,69.7,27.5,31.5,63.9,65.0,97.1,124.4,2.5,169,pematangan,1
14,68.2,28.1,32.0,66.1,65.7,96.6,125.0,2.41,169,pematangan,1
15,78.5,29.1,31.6,62.8,63.8,97.8,127.1,2.58,169,pematangan,1
16,76.4,29.7,31.6,63.6,64.5,101.9,126.3,2.5,169,pematangan,1
17,74.1,28.7,30.9,64.9,65.7,100.1,125.8,2.59,169,pematangan,1
18,72.0,28.6,30.8,67.9,65.6,97.0,121.8,2.38,169,pematangan,1
19,71.1,28.4,28.9,68.2,67.1,94.1,122.3,2.46,169,pematangan,1
20,69.4,28.2,28.9,71.3,67.9,100.3,123.6,2.37,169,pematangan,1
21,68.6,27.9,27.8,72.6,62.8,101.1,122.0,2.52,169,pematangan,1
22,67.4,27.9,27.0,75.4,63.6,99.1,122.7,2.63,169,pematangan,1
23,65.7,27.2,26.1,74.8,63.0,96.9,119.9,2.74,169,pematangan,1
0,64.8,26.6,23.6,78.3,59.7,97.9,117.9,2.65,170,pematangan,1
1,63.9,26.1,26.3,80.0,59.8,104.6,115.9,2.63,170,pematangan,1
2,62.8,26.2,23.6,80.9,56.6,104.5,116.4,2.66,170,pematangan,1
3,62.9,25.9,23.5,80.6,56.8,104.6,115.9,2.68,170,pematangan,1
4,61.6,25.9,23.7,79.2,58.0,103.4,113.5,2.68,170,pematangan,1
5,62.3,25.1,23.2,79.7,58.2,106.1,111.4,2.76,170,pematangan,1
6,71.9,24.8,26.3,75.6,57.9,104.7,108.5,2.75,170,pematangan,5
7,70.1,25.4,25.5,76.5,58.1,105.9,105.7,2.61,170,pematangan,5
8,67.2,25.3,26.8,75.0,59.3,107.4,105.3,2.57,170,pematangan,5
9,65.7,26.0,28.0,69.4,62.4,107.8,105.7,2.83,170,pematangan,5
10,62.8,26.5,30.3,70.5,62.0,108.5,102.6,2.79,170,pematangan,5
11,61.0,26.9,32.2,67.4,61.8,104.1,104.2,2.78,170,pematangan,5
12,70.0,27.4,32.0,68.0,62.1,103.1,105.6,2.92,170,pematangan,5
13,68.5,28.0,31.4,62.0,61.7,101.0,108.6,2.94,170,pematangan,8
14,66.6,29.0,33.0,64.3,61.3,101.0,108.6,2.79,170,pematangan,5
15,76.8,29.4,31.9,63.5,60.7,101.3,109.4,2.93,170,pematangan,5
16,75.4,29.0,30.7,64.8,60.5,101.7,107.6,2.86,170,pematangan,5
17,73.2,29.5,30.6,68.0,61.3,104.9,111.3,2.83,170,pematangan,1
18,72.2,28.6,30.1,70.1,60.1,100.0,110.8,2.85,170,pematangan,5
19,70.4,28.3,29.4,69.5,60.7,95.5,111.3,2.8,170,pematangan,1
20,69.5,28.6,28.4,70.6,59.4,96.9,109.6,2.69,170,pematangan,5
21,67.5,27.8,27.6,70.9,58.2,97.7,108.7,2.62,170,pematangan,5
22,66.9,27.7,28.3,74.4,57.2,101.3,113.8,2.52,170,pematangan,1
23,66.3,27.4,28.3,76.5,60.4,101.2,115.4,2.48,170,pematangan,1
0,65.2,27.1,25.5,78.5,62.0,102.9,118.7,2.35,171,pematangan,1
1,64.3,26.2,24.0,80.2,63.7,102.7,118.6,2.43,171,pematangan,1
2,63.9,25.5,23.5,78.3,63.1,101.6,120.6,2.32,171,pematangan,1
3,62.9,25.5,24.7,78.6,64.9,97.6,115.2,2.4,171,pematangan,1
4,61.3,26.4,22.7,82.4,65.3,95.3,116.2,2.33,171,pematangan,1
5,60.4,25.6,24.1,80.0,63.3,94.8,117.0,2.16,171,pematangan,1
6,70.2,25.6,25.3,75.0,61.5,94.4,118.8,2.09,171,pematangan,1
7,68.0,24.4,26.1,78.9,64.0,94.6,118.8,2.11,171,pematangan,1
8,65.2,25.4,27.0,72.2,66.9,93.0,119.5,2.22,171,pematangan,1
9,63.0,25.5,30.2,72.1,69.5,96.4,119.0,2.26,171,pematangan,1
10,60.8,26.1,30.6,67.4,67.8,96.8,117.7,2.18,171,pematangan,1
11,59.1,26.0,30.7,66.0,66.4,94.6,117.4,2.06,171,pematangan,1
12,69.0,28.3,32.4,67.5,67.1,93.5,124.2,2.11,171,pematangan,1
13,67.6,27.6,31.9,60.7,68.7,95.2,125.3,2.3,171,pematangan,0
14,64.5,28.9,31.5,63.6,64.0,94.0,123.8,2.36,171,pematangan,5
15,74.9,29.2,31.3,63.4,65.3,93.1,119.8,2.32,171,pematangan,1
16,72.8,29.5,32.2,65.0,64.9,92.8,120.0,2.44,171,pematangan,1
17,71.0,29.4,30.2,66.1,65.6,89.8,120.8,2.44,171,pematangan,1
18,70.3,28.9,29.9,69.7,61.9,91.6,118.3,2.51,171,pematangan,1
19,69.2,28.2,30.1,70.3,59.5,91.3,118.9,2.62,171,pematangan,1
20,68.6,28.8,28.7,70.3,59.2,95.9,120.1,2.62,171,pematangan,1
21,68.0,28.4,27.8,75.5,61.0,95.8,124.2,2.59,171,pematangan,1
22,67.2,27.6,26.2,76.0,60.7,95.1,125.1,2.58,171,pematangan,1
23,66.0,27.4,27.9,74.4,58.2,94.6,126.5,2.63,171,pematangan,1
0,64.6,26.9,26.0,76.7,62.3,97.1,126.8,2.53,172,pematangan,1
1,64.5,26.0,22.9,77.3,60.8,96.9,124.1,2.29,172,pematangan,1
2,62.6,25.8,25.4,79.7,58.5,98.4,125.0,2.55,172,pematangan,5
3,60.9,25.8,23.1,79.1,60.5,102.0,124.2,2.78,172,pematangan,1
4,59.2,26.0,22.9,81.3,61.3,97.6,120.5,2.77,172,pematangan,1
5,57.8,25.0,23.7,78.6,62.2,97.6,120.6,2.97,172,pematangan,1
6,68.3,25.5,25.9,78.1,60.5,96.9,120.7,3.01,172,pematangan,1
7,67.4,24.7,25.8,74.9,58.0,96.2,121.6,3.04,172,pematangan,1
8,65.4,25.8,27.5,72.3,61.1,94.7,118.1,2.8,172,pematangan,1
9,63.6,25.3,27.4,72.1,62.0,91.7,114.3,2.88,172,pematangan,1
10,61.7,26.2,30.9,65.3,63.1,91.9,116.3,2.95,172,pematangan,1
11,59.3,26.6,30.9,66.3,63.0,91.2,119.0,3.01,172,pematangan,1
12,68.5,27.1,30.7,66.0,62.1,88.3,117.0,2.94,172,pematangan,1
13,66.7,28.4,32.3,66.4,62.1,89.2,117.8,2.82,172,pematangan,1
14,64.3,28.4,32.3,62.5,64.4,88.4,116.6,2.81,172,pematangan,1
15,74.0,28.6,31.7,66.9,64.7,89.6,117.0,2.82,172,pematangan,1
16,71.9,29.7,32.3,65.3,62.6,86.9,116.1,2.92,172,pematangan,1
17,69.1,28.9,31.1,66.8,60.0,85.8,118.8,2.91,172,pematangan,1
18,68.9,28.6,31.2,68.5,60.7,87.4,116.8,2.76,172,pematangan,1
19,68.4,28.9,29.2,67.2,63.7,87.4,116.3,2.78,172,pematangan,1
20,66.6,27.8,28.5,73.5,65.0,85.2,115.5,2.84,172,pematangan,1
21,66.3,28.4,28.3,74.1,64.9,84.8,114.0,2.73,172,pematangan,1
22,65.5,28.0,27.7,73.3,65.3,86.0,116.1,2.79,172,pematangan,1
23,64.3,27.5,25.7,74.9,65.0,89.2,117.0,2.6,172,pematangan,1
0,63.1,26.9,26.8,81.6,66.5,91.1,115.2,2.59,173,pematangan,1
1,61.9,26.1,24.9,78.1,68.4,89.7,117.9,2.49,173,pematangan,1
2,60.7,26.2,24.3,79.2,66.8,85.7,119.3,2.52,173,pematangan,1
3,59.7,26.2,24.4,76.9,66.0,85.1,123.4,2.52,173,pematangan,1
4,57.9,25.5,23.3,79.6,63.2,83.3,126.2,2.53,173,pematangan,1
5,56.1,24.5,22.9,80.5,63.2,81.3,125.1,2.43,173,pematangan,1
6,66.3,26.2,26.6,77.1,67.4,82.5,125.9,2.19,173,pematangan,5
7,64.2,25.5,26.9,76.3,64.3,82.9,126.5,2.14,173,pematangan,1
8,61.6,25.2,26.6,74.0,67.5,83.3,125.9,2.22,173,pematangan,1
9,59.5,26.0,28.8,69.9,67.9,85.8,130.7,2.21,173,pematangan,1
10,55.8,26.4,30.5,69.8,68.1,86.1,131.6,2.24,173,pematangan,1
11,54.3,26.4,30.7,65.5,67.3,90.4,131.1,2.27,173,pematangan,9
12,63.7,27.4,32.9,64.3,66.3,88.4,128.8,2.33,173,pematangan,1
13,61.8,27.6,31.6,64.0,68.5,91.1,129.8,2.29,173,pematangan,1
14,60.2,28.4,32.7,60.9,68.2,88.8,129.0,2.31,173,pematangan,1
15,70.8,28.7,31.1,65.7,70.2,95.2,131.6,2.2,173,pematangan,1
16,69.1,29.4,31.6,66.9,72.0,97.8,129.4,2.26,173,pematangan,1
17,67.0,29.1,31.9,68.0,70.9,98.1,121.8,2.13,173,pematangan,1
18,66.4,29.2,30.4,68.8,72.6,99.7,125.6,1.9,173,pematangan,1
19,65.3,28.6,28.8,69.4,71.9,96.0,129.2,1.83,173,pematangan,1
20,64.7,29.3,28.6,72.1,70.8,94.0,123.7,1.99,173,pematangan,1
21,64.4,27.9,28.2,77.7,69.6,93.2,122.5,2.22,173,pematangan,1
22,62.8,27.4,26.4,72.5,67.5,91.3,121.2,2.43,173,pematangan,1
23,62.0,26.9,25.7,77.1,70.4,92.1,122.3,2.32,173,pematangan,6
0,61.6,27.3,26.7,78.2,73.3,93.7,124.7,2.21,174,pematangan,1
1,61.4,25.5,25.9,80.0,76.6,95.3,125.8,2.33,174,pematangan,0
2,61.2,26.1,23.8,76.7,75.4,96.7,124.1,2.23,174,pematangan,0
3,60.5,25.5,23.0,83.4,76.2,96.8,122.7,2.26,174,pematangan,0
4,59.7,25.7,23.0,82.3,75.1,98.2,119.3,2.28,174,pematangan,0
5,58.2,24.7,23.3,79.1,75.4,98.8,119.5,2.28,174,pematangan,0
6,68.6,24.9,24.7,81.4,75.9,100.1,119.7,2.1,174,pematangan,0
7,66.5,24.9,25.9,76.3,72.8,99.5,117.0,2.13,174,pematangan,1
8,64.1,25.4,26.2,77.2,73.9,96.2,117.4,2.16,174,pematangan,1
9,61.7,25.8,28.8,71.0,74.2,95.3,114.7,2.13,174,pematangan,0
10,59.8,26.6,27.7,64.4,74.3,91.9,116.8,1.96,174,pematangan,0
11,57.0,26.6,31.2,65.8,72.6,91.6,112.4,1.84,174,pematangan,1
12,67.6,27.0,33.0,63.7,72.3,90.9,107.4,1.88,174,pematangan,5
13,66.3,28.5,31.0,61.5,71.2,91.2,105.6,1.98,174,pematangan,5
14,65.5,29.3,29.6,62.4,70.2,91.3,105.6,2.02,174,pematangan,5
15,75.6,29.0,31.8,65.2,68.8,86.3,106.6,2.08,174,pematangan,5
16,73.7,28.9,31.8,64.2,67.9,84.6,106.9,2.09,174,pematangan,5
17,70.8,29.3,30.3,68.4,67.1,87.2,108.0,1.98,174,pematangan,5
18,69.3,29.0,30.2,65.0,66.7,89.7,108.5,2.06,174,pematangan,5
19,68.4,28.3,30.3,69.1,66.0,89.1,109.2,2.12,174,pematangan,5
20,68.6,28.4,29.8,72.0,67.3,92.2,108.1,2.07,174,pematangan,5
21,67.4,27.9,28.1,73.6,63.8,87.0,105.4,2.1,174,pematangan,5
22,66.5,27.3,25.8,73.5,64.7,88.8,107.7,2.0,174,pematangan,5
23,65.2,28.2,26.1,76.5,65.1,88.7,108.3,2.01,174,pematangan,5
0,64.0,27.0,24.5,75.5,65.4,87.2,111.2,1.97,175,pematangan,1
1,63.8,26.6,24.8,77.2,66.9,90.0,111.3,2.01,175,pematangan,1
2,62.6,25.8,24.2,76.8,68.7,86.5,116.1,1.91,175,pematangan,1
3,62.2,25.8,23.6,82.2,68.5,87.5,116.7,2.04,175,pematangan,1
4,61.3,25.2,25.2,79.3,68.4,82.5,116.0,1.97,175,pematangan,1
5,60.1,25.5,24.1,77.7,67.2,82.1,119.1,1.88,175,pematangan,1
6,70.1,25.5,23.8,77.6,65.7,84.1,118.4,1.94,175,pematangan,4
7,68.4,25.2,26.3,78.5,63.3,82.9,120.0,2.0,175,pematangan,1
8,66.7,25.4,27.9,76.6,61.8,79.0,123.2,1.96,175,pematangan,1
9,64.1,25.6,28.7,69.0,61.7,80.9,125.0,1.93,175,pematangan,1
10,63.1,26.0,29.4,71.3,59.9,84.2,121.2,1.93,175,pematangan,1
11,61.2,26.7,30.7,65.8,60.5,81.4,120.0,1.82,175,pematangan,1
12,71.2,27.7,31.3,66.6,62.1,78.2,116.4,1.99,175,pematangan,1
13,68.4,28.0,31.6,65.6,62.1,78.6,114.1,1.94,175,pematangan,1
14,66.6,28.3,31.4,62.8,62.4,82.4,114.5,1.9,175,pematangan,1
15,77.4,28.1,31.5,63.5,62.7,83.2,111.8,2.03,175,pematangan,1
16,76.0,29.5,30.2,62.5,62.8,79.6,112.2,2.08,175,pematangan,1
17,74.6,28.7,30.9,66.7,63.1,83.4,116.4,2.07,175,pematangan,1
18,73.7,29.1,29.4,68.7,61.3,80.6,112.9,2.1,175,pematangan,1
19,72.9,28.3,29.9,69.2,61.9,81.4,111.8,2.19,175,pematangan,5
20,72.1,28.6,28.7,68.9,60.6,83.1,108.5,2.24,175,pematangan,5
21,70.6,28.2,28.8,73.7,58.0,84.6,109.4,2.27,175,pematangan,5
22,69.4,27.2,25.7,75.9,58.3,87.1,111.0,2.23,175,pematangan,1
23,69.1,27.9,27.1,76.3,61.0,85.2,109.4,2.1,175,pematangan,5
0,68.3,26.9,25.2,76.2,59.0,85.7,111.9,2.13,176,pematangan,1
1,67.9,26.6,25.3,79.1,58.5,83.7,108.6,2.14,176,pematangan,5
2,66.4,26.1,25.1,77.6,60.4,85.3,106.9,2.19,176,pematangan,5
3,65.0,25.4,24.9,80.3,63.1,86.6,104.5,2.12,176,pematangan,5
4,64.0,25.3,24.0,80.7,64.0,86.7,102.9,2.04,176,pematangan,5
5,64.1,25.9,24.6,81.4,61.9,88.0,104.3,2.11,176,pematangan,5
6,74.3,24.6,24.9,81.5,61.9,92.9,102.3,2.0,176,pematangan,5
7,71.7,24.8,26.6,79.3,60.8,91.1,100.0,2.1,176,pematangan,8
8,71.0,25.6,26.6,75.0,61.8,92.1,101.4,2.06,176,pematangan,5
9,69.1,24.9,29.0,69.7,62.2,91.6,101.4,2.06,176,pematangan,5
10,66.1,25.5,31.2,69.2,60.7,94.0,100.6,2.14,176,pematangan,5
11,64.7,26.5,32.7,63.3,58.4,93.6,99.7,2.07,176,pematangan,5
12,72.6,27.2,32.6,64.5,56.6,92.6,101.3,2.34,176,pematangan,5
13,70.9,27.7,33.2,63.8,57.4,94.8,101.0,2.25,176,pematangan,5
14,69.1,28.2,32.3,63.3,59.6,96.0,105.0,2.39,176,pematangan,5
15,79.6,28.8,32.5,65.6,58.7,98.2,105.3,2.46,176,pematangan,5
16,76.2,29.5,32.8,64.8,56.1,100.6,105.6,2.5,176,pematangan,5
17,74.1,28.5,30.6,70.3,56.1,104.4,104.8,2.49,176,pematangan,5
18,73.1,29.7,28.7,67.7,57.1,103.6,109.7,2.4,176,pematangan,5
19,72.1,28.8,29.1,73.0,57.1,106.9,103.5,2.66,176,pematangan,5
20,71.6,27.8,28.6,71.7,56.2,102.2,100.9,2.6,176,pematangan,5
21,72.1,28.3,26.9,71.0,57.1,105.0,98.7,2.54,176,pematangan,5
22,71.7,27.6,25.8,74.7,54.9,103.7,102.8,2.78,176,pematangan,5
23,71.2,27.3,25.6,79.9,55.8,100.4,102.8,2.71,176,pematangan,5
0,69.3,27.7,24.3,77.1,56.6,99.7,97.9,2.68,177,pematangan,5
1,68.0,26.8,25.5,78.6,56.9,102.5,94.1,2.79,177,pematangan,5
2,68.0,25.8,25.7,80.3,59.7,103.7,93.8,2.79,177,pematangan,5
3,67.3,25.6,24.6,81.3,60.7,106.9,91.9,2.75,177,pematangan,8
4,66.1,24.9,22.9,81.4,61.7,106.4,89.9,2.78,177,pematangan,5
5,65.6,25.2,24.4,76.5,65.0,110.7,93.0,2.72,177,pematangan,5
6,76.3,24.7,24.2,76.8,66.0,114.6,93.0,2.85,177,pematangan,5
7,74.8,25.4,26.2,75.0,67.2,115.2,96.9,2.89,177,pematangan,5
8,72.9,25.1,26.6,78.9,68.0,115.7,97.6,2.64,177,pematangan,5
9,71.1,26.0,29.5,69.2,67.2,113.6,98.5,2.71,177,pematangan,5
10,69.8,25.3,30.6,68.2,67.8,113.9,100.9,2.77,177,pematangan,5
11,67.9,26.4,30.8,70.7,67.3,112.9,95.8,2.64,177,pematangan,5
12,77.5,27.6,32.2,65.4,68.3,111.4,97.3,2.59,177,pematangan,5
13,75.4,28.1,32.1,66.4,70.2,113.0,100.5,2.52,177,pematangan,5
14,72.0,28.2,33.3,65.7,71.5,114.1,101.1,2.55,177,pematangan,5
15,81.9,28.5,30.1,61.8,69.5,112.6,103.9,2.71,177,pematangan,5
16,79.1,29.4,31.6,64.7,68.8,111.9,100.4,2.67,177,pematangan,5
17,76.7,28.5,31.7,66.2,68.7,109.4,101.6,2.67,177,pematangan,7
18,76.8,29.1,29.7,64.8,69.1,107.9,102.4,2.66,177,pematangan,5
19,76.0,28.6,28.8,65.8,67.7,106.1,102.0,2.75,177,pematangan,5
20,74.3,28.3,28.6,73.0,67.3,109.0,104.7,2.89,177,pematangan,5
21,73.7,27.8,26.8,76.3,66.7,106.9,103.6,2.87,177,pematangan,5
22,73.4,28.4,26.3,72.6,62.5,111.0,101.7,2.92,177,pematangan,5
23,72.5,27.0,25.2,75.8,61.5,111.2,103.0,2.75,177,pematangan,5
0,71.9,25.6,25.2,80.0,59.4,114.1,101.5,2.72,178,pematangan,5
1,70.5,26.3,23.1,80.4,59.1,113.7,102.2,2.71,178,pematangan,5
2,69.1,26.5,23.9,76.8,56.5,110.3,102.7,2.84,178,pematangan,5
3,69.2,25.7,24.5,79.8,57.4,106.7,104.0,2.69,178,pematangan,5
4,69.0,25.3,23.7,80.7,61.4,105.2,99.4,2.79,178,pematangan,5
5,67.7,25.9,23.9,76.1,61.7,103.0,98.5,2.71,178,pematangan,5
6,77.8,25.1,25.7,77.2,64.4,105.6,100.6,2.81,178,pematangan,5
7,74.7,24.7,27.3,75.0,64.0,105.7,93.8,2.78,178,pematangan,5
8,72.9,25.0,26.7,69.2,63.3,115.7,94.2,2.7,178,pematangan,5
9,70.9,25.4,29.7,69.2,65.5,112.1,93.2,2.7,178,pematangan,5
10,68.8,26.1,28.6,68.2,64.6,106.3,92.6,2.69,178,pematangan,9
11,67.1,27.2,30.4,66.6,64.7,101.9,91.6,2.69,178,pematangan,5
12,77.0,27.5,32.2,62.1,66.6,100.0,93.2,2.6,178,pematangan,5
13,76.1,28.5,32.2,65.0,69.9,99.4,94.8,2.7,178,pematangan,5
14,73.7,28.3,32.0,63.8,70.0,96.7,96.9,2.49,178,pematangan,0
15,83.3,29.2,32.3,64.5,68.4,99.1,97.5,2.58,178,pematangan,5
16,81.9,28.3,31.1,64.5,67.4,99.8,102.1,2.53,178,pematangan,5
17,80.0,28.5,31.3,62.7,65.0,101.9,102.9,2.51,178,pematangan,5
18,79.1,28.8,29.6,69.6,65.2,99.5,97.1,2.54,178,pematangan,5
19,78.7,28.9,28.7,70.4,65.6,98.5,95.2,2.47,178,pematangan,5
20,78.2,28.5,26.9,71.1,65.7,99.4,99.7,2.47,178,pematangan,5
21,78.3,27.8,28.1,71.9,66.8,100.3,99.6,2.52,178,pematangan,0
22,78.3,27.1,26.1,72.0,67.8,99.4,97.4,2.53,178,pematangan,5
23,76.0,27.5,26.8,76.7,67.0,99.2,96.8,2.46,178,pematangan,5
0,74.7,25.7,26.1,76.5,63.6,95.4,95.0,2.61,179,pematangan,5
1,74.6,26.4,24.6,79.5,67.9,94.7,95.9,2.4,179,pematangan,5
2,74.2,25.8,24.4,80.5,66.9,94.4,93.5,2.25,179,pematangan,5
3,72.6,25.8,24.2,78.9,64.8,97.8,94.9,2.29,179,pematangan,5
4,71.4,25.4,23.8,78.7,65.4,96.9,100.4,2.41,179,pematangan,5
5,70.4,25.4,23.1,79.2,65.2,94.3,100.6,2.24,179,pematangan,5
6,79.9,25.3,26.1,78.7,67.0,95.8,105.5,2.46,179,pematangan,5
7,77.4,25.5,25.5,72.9,68.0,93.0,106.3,2.33,179,pematangan,5
8,74.9,25.6,27.7,73.7,64.5,91.3,104.2,2.35,179,pematangan,5
9,72.3,25.9,28.9,68.0,62.7,90.2,105.6,2.45,179,pematangan,9
10,70.7,26.1,30.2,67.3,59.4,88.2,105.1,2.3,179,pematangan,5
11,67.6,26.7,31.2,70.0,59.0,91.0,106.6,2.36,179,pematangan,5
12,78.1,28.0,32.5,62.7,60.3,91.3,107.4,2.36,179,pematangan,5
13,77.0,28.0,31.3,62.2,58.1,89.0,105.2,2.43,179,pematangan,5
14,74.9,28.5,32.7,63.4,58.9,91.7,109.4,2.61,179,pematangan,5
15,85.4,28.3,31.8,64.3,59.9,93.7,107.4,2.58,179,pematangan,5
16,83.8,29.2,31.3,63.2,60.6,100.2,106.9,2.56,179,pematangan,5
17,83.1,29.2,30.3,67.3,61.4,101.4,103.7,2.31,179,pematangan,5
18,82.1,29.3,30.0,69.1,58.2,98.2,104.8,2.11,179,pematangan,5
19,80.7,28.5,29.7,70.4,55.8,97.5,104.3,2.05,179,pematangan,5
20,79.7,28.0,27.5,71.8,53.6,97.9,103.7,2.04,179,pematangan,5
21,78.5,27.5,26.2,72.3,53.4,96.3,101.6,1.92,179,pematangan,5
22,77.6,27.7,26.5,72.8,55.2,99.6,102.0,1.94,179,pematangan,5
23,76.6,27.2,26.6,76.1,53.7,98.7,102.9,1.92,179,pematangan,5
0,74.9,27.0,25.1,78.3,56.1,97.4,104.4,1.95,180,pematangan,5
1,73.0,26.6,25.9,76.9,57.7,99.9,100.5,1.94,180,pematangan,5
2,70.6,26.4,25.4,78.9,59.5,101.8,101.3,1.87,180,pematangan,5
3,69.9,26.2,25.2,79.8,57.7,102.2,104.4,2.0,180,pematangan,5
4,68.9,25.6,25.2,84.1,61.0,100.6,102.7,2.1,180,pematangan,5
5,68.4,24.4,24.5,81.5,59.4,102.7,99.0,2.0,180,pematangan,5
6,78.5,24.9,25.4,80.6,58.3,102.2,97.7,1.85,180,pematangan,5
7,76.7,25.4,25.5,77.3,57.0,103.7,100.3,1.76,180,pematangan,5
8,74.4,24.8,25.2,72.3,57.2,100.1,100.5,1.61,180,pematangan,5
9,72.2,25.0,29.0,71.7,54.6,100.0,103.1,1.7,180,pematangan,5
10,70.3,25.7,29.4,70.7,55.9,99.3,107.0,1.65,180,pematangan,5
11,67.5,26.7,30.9,64.1,58.7,100.6,105.6,1.4,180,pematangan,5
12,78.1,27.2,29.8,64.6,61.1,100.8,106.9,1.4,180,pematangan,5
13,76.2,27.8,32.7,64.2,59.2,99.7,111.3,1.52,180,pematangan,1
14,72.8,28.0,31.8,65.2,59.3,99.3,106.8,1.69,180,pematangan,5
15,83.0,29.5,31.2,66.8,60.8,96.5,106.2,1.82,180,pematangan,5
16,79.5,29.4,30.3,65.2,62.6,93.6,106.0,1.9,180,pematangan,5
17,77.8,28.5,30.0,66.4,60.9,90.5,107.8,2.02,180,pematangan,5
18,77.6,27.9,29.3,73.7,60.0,92.2,108.5,2.0,180,pematangan,6
19,76.5,28.7,28.5,68.7,61.5,92.5,106.6,2.19,180,pematangan,5
20,75.2,28.1,27.3,68.7,63.1,88.8,106.4,2.22,180,pematangan,5
21,74.4,28.1,27.4,73.1,65.4,90.3,105.8,2.39,180,pematangan,5
22,73.9,27.4,26.5,73.5,61.4,89.7,106.2,2.27,180,pematangan,5
23,73.0,27.3,26.7,75.7,60.2,93.5,106.2,2.06,180,pematangan,5
0,72.7,26.9,23.9,77.1,60.8,94.3,107.4,2.07,181,pematangan,5
1,71.2,25.6,24.4,74.4,62.8,95.1,106.6,2.29,181,pematangan,5
2,70.2,26.0,23.6,79.5,63.2,91.7,106.2,2.38,181,pematangan,5
3,69.4,25.2,24.4,80.2,63.5,87.4,107.3,2.35,181,pematangan,5
4,68.3,25.4,24.0,82.1,64.4,85.5,108.4,2.35,181,pematangan,5
5,67.6,25.4,24.9,79.8,60.7,83.9,106.4,2.35,181,pematangan,5
6,77.9,25.0,26.4,80.2,59.7,83.9,105.7,2.29,181,pematangan,5
7,76.5,25.3,26.0,79.0,58.2,84.0,107.2,2.37,181,pematangan,5
8,74.4,25.4,27.7,74.3,58.7,85.4,106.1,2.5,181,pematangan,5
9,72.3,26.1,28.1,71.4,60.1,84.7,105.4,2.41,181,pematangan,5
10,70.7,25.3,29.9,67.4,60.2,82.7,103.4,2.49,181,pematangan,5
11,68.7,26.8,31.1,67.0,62.3,82.4,103.2,2.61,181,pematangan,5
12,78.6,27.8,33.5,63.9,64.7,80.0,101.8,2.62,181,pematangan,5
13,76.9,28.2,31.1,59.8,67.7,83.7,106.7,2.71,181,pematangan,6
14,75.1,28.4,31.8,63.9,66.2,80.0,105.0,2.74,181,pematangan,5
15,85.0,29.1,31.7,66.7,65.7,81.3,103.8,2.82,181,pematangan,5
16,82.4,29.2,30.6,67.1,67.5,83.6,105.4,2.9,181,pematangan,5
17,80.7,29.7,31.0,66.2,69.0,86.1,106.6,2.99,181,pematangan,5
18,79.5,29.4,30.0,66.6,69.6,87.1,108.4,3.04,181,pematangan,5
19,79.8,27.7,29.3,69.0,67.9,86.2,109.7,3.08,181,pematangan,5
20,78.9,28.3,27.8,71.1,69.1,90.6,110.2,2.74,181,pematangan,5
21,78.4,28.5,28.2,70.7,67.6,91.4,108.8,2.65,181,pematangan,5
22,77.4,27.4,26.0,72.7,67.6,89.4,109.5,2.67,181,pematangan,5
23,76.4,27.3,25.7,75.9,67.8,87.2,109.1,2.69,181,pematangan,5
0,75.6,26.9,26.0,77.7,69.4,88.1,112.1,2.68,182,pematangan,1
1,75.3,25.8,25.9,79.5,68.9,85.6,113.6,2.7,182,pematangan,1
2,74.4,25.1,23.7,77.9,68.1,87.7,115.5,2.81,182,pematangan,1
3,73.4,26.4,24.6,76.4,64.7,90.3,115.4,2.91,182,pematangan,1
4,72.9,24.8,23.9,79.7,65.6,91.9,117.1,2.89,182,pematangan,1
5,71.8,25.0,25.1,81.3,65.1,92.4,116.1,2.99,182,pematangan,1
6,81.2,25.2,25.0,75.5,63.9,93.2,116.5,2.79,182,pematangan,1
7,79.2,25.2,27.4,74.5,63.1,94.8,113.8,2.76,182,pematangan,1
